id,user_id,beer_id,bar_id,rating,title,content,created_at,updated_at
40,8,435,2,3,Cadmium,Ga wyaaaaaa hnn-rowr ahuma wua ru yrroonn muaa wyaaaaaa?,2021-04-02 15:41:29 UTC,2021-04-02 15:41:29 UTC
41,2,1824,5,2,Hydrogen,Wyogg hnn-rowr ahuma muaa hnn-rowr yrroonn nng gwyaaaag hnn-rowr wyogg.,2021-04-02 15:41:29 UTC,2021-04-02 15:41:29 UTC
42,2,2600,5,2,Gold,Ooma muaa ooma hnn-rowr roooarrgh roo.,2021-04-02 15:41:29 UTC,2021-04-02 15:41:29 UTC
43,8,2434,9,4,Plutonium,Ruh ga wua mumwa ruh yrroonn?,2021-04-02 15:41:29 UTC,2021-04-02 15:41:29 UTC
44,2,2001,12,4,Einsteinium,Muaa ahuma!,2021-04-02 15:41:29 UTC,2021-04-02 15:41:29 UTC
45,7,2566,20,5,Helium,Ga ooma ahuma muaa roo mumwa.,2021-04-02 15:41:29 UTC,2021-04-02 15:41:29 UTC
46,9,73,20,4,Flerovium,Ahuma hnn-rowr wua gwyaaaag hnn-rowr!,2021-04-02 15:41:29 UTC,2021-04-02 15:41:29 UTC
47,8,2152,5,5,Scandium,Roooarrgh ru kabukk ru roooarrgh nng wyogg ma kabukk gwyaaaag?,2021-04-02 15:41:29 UTC,2021-04-02 15:41:29 UTC
48,1,897,20,3,Tantalum,Yrroonn hnn-rowr wyogg roooarrgh ur gwyaaaag hnn-rowr ma wua huewaa.,2021-04-02 15:41:29 UTC,2021-04-02 15:41:29 UTC
49,9,160,19,3,Potassium,Roo rarr mumwa ru kabukk youw ruh huewaa muaa ur wyaaaaaa?,2021-04-02 15:41:29 UTC,2021-04-02 15:41:29 UTC
50,1,1214,5,1,Germanium,Kabukk ma hnn-rowr ruh ahuma wyogg kabukk yrroonn roooarrgh roo?,2021-04-02 15:41:29 UTC,2021-04-02 15:41:29 UTC
51,1,686,14,4,Cobalt,Gwyaaaag nng yrroonn ahuma roo roo huewaa roo ur.,2021-04-02 15:41:29 UTC,2021-04-02 15:41:29 UTC
52,9,1404,11,5,Krypton,Roooarrgh roooarrgh wua wyogg huewaa.,2021-04-02 15:41:29 UTC,2021-04-02 15:41:29 UTC
53,8,2353,18,1,Platinum,Kabukk ur ga roo yrroonn wyaaaaaa yrroonn rarr ru?,2021-04-02 15:41:29 UTC,2021-04-02 15:41:29 UTC
54,3,948,16,1,Tin,Roooarrgh wyaaaaaa youw huewaa ru roo ma huewaa?,2021-04-02 15:41:29 UTC,2021-04-02 15:41:29 UTC
55,1,337,2,1,Tantalum,Youw yrroonn!,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
56,4,2271,20,4,Thulium,Gwyaaaag kabukk ahuma yrroonn wyaaaaaa wua ga kabukk ma ur mumwa?,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
57,3,121,15,4,Lithium,Roooarrgh.,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
58,2,889,15,4,Manganese,Ruh wua muaa ga ur hnn-rowr.,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
59,7,2028,4,1,Darmstadtium,Roooarrgh mumwa huewaa youw nng?,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
60,1,1561,2,5,Zinc,Huewaa ur youw wua wua yrroonn.,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
61,8,948,19,5,Niobium,Mumwa ruh yrroonn ruh.,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
62,2,907,20,2,Indium,Yrroonn nng ru gwyaaaag ahuma muaa ma youw.,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
63,4,937,9,4,Ruthenium,Roooarrgh ahuma mumwa muaa roo nng nng rarr ruh!,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
64,6,337,8,2,Mendelevium,Ruh youw ahuma kabukk?,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
65,3,377,3,5,Indium,Ruh wua kabukk hnn-rowr huewaa rarr kabukk ga yrroonn mumwa!,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
66,9,2234,8,1,Mendelevium,Roo gwyaaaag roo ahuma youw huewaa!,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
67,7,404,12,5,Chlorine,Wyogg wua ma roo ga kabukk?,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
68,5,2217,20,2,Xenon,Muaa rarr yrroonn mumwa wyaaaaaa!,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
69,10,1585,3,2,Europium,Wyogg gwyaaaag ga wyogg ga wyaaaaaa youw rarr?,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
70,7,2433,3,2,Ytterbium,Wyogg hnn-rowr muaa!,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
71,7,2613,7,5,Plutonium,Yrroonn ru kabukk mumwa?,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
72,6,2276,16,1,Rutherfordium,Ga wyaaaaaa ahuma.,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
73,1,416,20,1,Neodymium,Hnn-rowr ur ooma wua mumwa youw wua ahuma ahuma ooma.,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
74,3,726,20,2,Europium,Ru ma ur yrroonn gwyaaaag roooarrgh ruh huewaa youw?,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
75,9,1412,19,1,Rutherfordium,Rarr wua wyaaaaaa wyaaaaaa gwyaaaag roooarrgh wyogg ru rarr.,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
76,7,1112,9,3,Fermium,Kabukk kabukk?,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
77,10,2028,2,5,Copernicium,Youw wua ru roooarrgh?,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
78,9,464,15,4,Rhodium,Ur ahuma wyaaaaaa yrroonn ur.,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
79,2,2065,11,3,Rhodium,Ur ooma youw yrroonn ahuma wyogg youw?,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
80,4,1049,5,2,Gallium,Muaa ahuma ru youw yrroonn ma!,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
81,1,2367,5,1,Sodium,Ruh rarr yrroonn wyaaaaaa nng ruh roo!,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
82,3,346,9,2,Radium,Roo wyaaaaaa muaa ooma kabukk rarr youw wua?,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
83,6,1628,17,2,Xenon,Roooarrgh wua roo youw rarr youw muaa muaa wyaaaaaa?,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
84,10,601,7,1,Americium,Ru yrroonn nng ahuma wua kabukk!,2021-04-02 15:41:30 UTC,2021-04-02 15:41:30 UTC
85,4,1890,20,2,Lutetium,Ga ma nng rarr ga roo youw roo.,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
86,1,2457,14,5,Phosphorus,Rarr ur rarr ooma kabukk gwyaaaag.,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
87,1,1461,13,4,Cerium,Ooma kabukk yrroonn ooma muaa ga ruh roooarrgh yrroonn?,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
88,2,454,19,3,Oganesson,Rarr nng kabukk!,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
89,2,670,2,1,Cesium,Ooma wyaaaaaa ru hnn-rowr gwyaaaag ur ru huewaa roo muaa muaa.,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
90,9,806,6,2,Sodium,Ruh ga wua kabukk ma ga rarr ooma yrroonn!,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
91,7,1084,5,4,Terbium,Kabukk nng?,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
92,7,892,18,2,Technetium,Hnn-rowr muaa wua mumwa ma wua ruh ma ga kabukk.,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
93,5,952,18,1,Niobium,Ahuma ahuma huewaa muaa wyaaaaaa mumwa gwyaaaag?,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
94,7,2122,1,5,Sodium,Yrroonn wyaaaaaa roo ma.,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
95,7,1720,14,2,Praseodymium,Muaa wyaaaaaa.,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
96,10,2453,14,5,Tin,Wua mumwa mumwa nng ahuma ma yrroonn ahuma youw!,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
97,4,1645,8,5,Palladium,Mumwa yrroonn muaa ahuma gwyaaaag roooarrgh wyaaaaaa ma huewaa roooarrgh ruh.,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
98,10,2086,12,5,Boron,Yrroonn ru rarr wyaaaaaa ooma gwyaaaag ga nng mumwa?,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
99,3,2,4,3,Yttrium,Wyogg ru hnn-rowr kabukk ma muaa roooarrgh ga!,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
100,3,2169,18,1,Samarium,Huewaa kabukk rarr roo hnn-rowr.,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
101,6,1465,8,3,Plutonium,Hnn-rowr huewaa muaa ru rarr mumwa roo roooarrgh ooma muaa roo!,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
102,6,2224,13,5,Tantalum,Ahuma roo wyogg wyaaaaaa yrroonn hnn-rowr youw hnn-rowr huewaa ahuma?,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
103,8,2344,17,2,Lanthanum,Wyaaaaaa nng rarr ur hnn-rowr ahuma ru wyogg rarr?,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
104,3,1225,18,4,Selenium,Youw ahuma!,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
105,7,12,10,4,Curium,Ahuma hnn-rowr.,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
106,8,432,6,5,Lutetium,Ma yrroonn rarr roo ahuma hnn-rowr!,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
107,4,869,20,1,Boron,Kabukk roooarrgh ru gwyaaaag ma wyogg?,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
108,1,1872,19,4,Lead,Youw youw ma wyaaaaaa mumwa muaa ahuma!,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
109,9,464,18,5,Lead,Kabukk wyogg ru roo ruh!,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
110,9,1751,7,3,Thulium,Ru roo muaa rarr ma muaa yrroonn muaa yrroonn?,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
111,7,1833,1,2,Hassium,Ga muaa wua huewaa roo gwyaaaag wyaaaaaa?,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
112,7,1801,5,5,Tin,Wyaaaaaa yrroonn ooma gwyaaaag wyogg wyogg roooarrgh yrroonn ru wyogg mumwa?,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
113,8,2010,19,3,Rhenium,Yrroonn wyaaaaaa hnn-rowr rarr wua ur ruh wyaaaaaa kabukk!,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
114,1,2368,8,5,Chromium,Wua roo youw nng mumwa rarr wyogg muaa youw ahuma yrroonn.,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
115,2,1875,16,3,Silver,Gwyaaaag wyaaaaaa nng ru ruh ma mumwa.,2021-04-02 15:41:31 UTC,2021-04-02 15:41:31 UTC
116,10,2383,6,4,Astatine,Nng ruh ruh mumwa wua ahuma.,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
117,9,304,9,1,Erbium,Huewaa ru ru nng huewaa ooma.,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
118,2,2105,7,3,Tantalum,Mumwa muaa ahuma!,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
119,10,655,7,4,Rubidium,Hnn-rowr roo huewaa!,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
120,8,2514,7,2,Ruthenium,Kabukk kabukk ru ooma!,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
121,2,2498,1,3,Chlorine,Wyaaaaaa youw roooarrgh wua wyaaaaaa!,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
122,1,667,16,4,Vanadium,Wyaaaaaa roooarrgh!,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
123,5,371,2,3,Moscovium,Rarr rarr muaa kabukk ruh mumwa ur ur muaa?,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
124,2,2123,1,4,Terbium,Roooarrgh ma wyaaaaaa yrroonn gwyaaaag youw huewaa huewaa ga wyogg wyaaaaaa?,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
125,6,710,15,3,Sodium,Roo roooarrgh ruh wyogg ga ur gwyaaaag roooarrgh gwyaaaag.,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
126,8,813,19,4,Gold,Gwyaaaag huewaa ga ooma roo hnn-rowr hnn-rowr kabukk wyogg roo wua?,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
127,7,1356,10,3,Selenium,Ru wua ma wyogg ruh mumwa ga ru gwyaaaag huewaa youw.,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
128,5,629,2,1,Lanthanum,Ur ga ooma ahuma.,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
129,1,1275,5,2,Radium,Nng youw roo ruh ooma ga nng ahuma ma ur!,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
130,2,1055,4,1,Darmstadtium,Wyaaaaaa nng wyaaaaaa hnn-rowr ru wyaaaaaa mumwa nng kabukk.,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
131,8,1436,14,4,Gold,Nng wua ru ur ooma roo wyogg hnn-rowr rarr youw!,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
132,5,1581,9,5,Scandium,Wyaaaaaa gwyaaaag roo ruh ooma ahuma youw!,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
133,5,1435,20,4,Gadolinium,Wyaaaaaa kabukk muaa ma ma ruh huewaa ru hnn-rowr roo!,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
134,2,1558,5,5,Oganesson,Ru ruh ga nng hnn-rowr hnn-rowr.,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
135,6,1775,1,1,Hafnium,Ruh youw ooma ga!,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
136,2,716,2,5,Ruthenium,Ma kabukk.,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
137,6,761,2,3,Hafnium,Ma muaa rarr ur ruh ma mumwa hnn-rowr youw?,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
138,1,2060,3,5,Lithium,Roooarrgh wyaaaaaa ahuma!,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
139,9,1502,14,1,Francium,Yrroonn muaa.,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
140,4,980,6,3,Gold,Roooarrgh roooarrgh.,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
141,7,2052,18,1,Astatine,Ruh roo gwyaaaag ru wyogg yrroonn muaa ooma mumwa wyogg.,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
142,4,51,13,4,Tellurium,Huewaa wyaaaaaa ur nng gwyaaaag kabukk huewaa?,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
143,8,422,19,1,Aluminum,Huewaa muaa roo mumwa youw!,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
144,9,61,11,1,Lawrencium,Mumwa wyaaaaaa wua wua roo!,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
145,10,432,16,4,Actinium,Wyogg yrroonn roo mumwa wua.,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
146,1,2508,10,1,Actinium,Ma roooarrgh?,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
147,4,2611,10,3,Gold,Ga wyaaaaaa mumwa kabukk ur huewaa ooma huewaa kabukk huewaa!,2021-04-02 15:41:32 UTC,2021-04-02 15:41:32 UTC
148,6,2103,19,4,Europium,Hnn-rowr wyaaaaaa wyogg roo ma ru rarr hnn-rowr?,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
149,9,267,11,5,Vanadium,Ga nng ooma.,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
150,8,605,3,4,Neon,Wyogg wyogg mumwa ru huewaa huewaa.,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
151,9,2340,15,5,Hafnium,Ruh roo mumwa huewaa ru?,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
152,5,8,17,4,Cesium,Roo roooarrgh nng hnn-rowr?,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
153,8,1728,1,1,Europium,Huewaa nng rarr yrroonn ooma wyaaaaaa ooma!,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
154,5,1326,19,1,Promethium,Gwyaaaag ruh.,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
155,7,1819,15,5,Beryllium,Mumwa roooarrgh ooma rarr youw ruh ru roooarrgh yrroonn nng?,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
156,6,374,14,1,Nitrogen,Yrroonn ur ru roooarrgh?,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
157,8,931,7,5,Beryllium,Hnn-rowr ur ooma ma ga ga nng mumwa ur mumwa wyaaaaaa!,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
158,4,67,1,5,Ruthenium,Mumwa wyogg ooma gwyaaaag ruh.,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
159,5,674,20,1,Actinium,Roooarrgh mumwa roo gwyaaaag yrroonn!,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
160,6,946,3,1,Erbium,Muaa ga mumwa wyogg gwyaaaag wua ga ur?,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
161,6,6,15,1,Nickel,Roooarrgh roooarrgh ru ruh mumwa muaa!,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
162,3,1247,1,5,Berkelium,Muaa hnn-rowr ga ahuma ur gwyaaaag ma youw wua wua muaa.,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
163,5,1444,10,2,Ruthenium,Ma huewaa roo ga muaa wyaaaaaa roo youw rarr ga mumwa.,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
164,9,1195,12,5,Nitrogen,Yrroonn yrroonn kabukk ur rarr hnn-rowr!,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
165,10,2057,4,3,Holmium,Muaa kabukk muaa gwyaaaag muaa wua!,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
166,8,185,2,2,Tin,Roo roo wyogg ga ma ma ga wyogg?,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
167,4,1671,7,1,Oxygen,Ur gwyaaaag huewaa!,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
168,3,575,13,2,Roentgenium,Ruh yrroonn muaa hnn-rowr ur wyaaaaaa?,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
169,3,1046,2,1,Rutherfordium,Nng rarr yrroonn hnn-rowr ma ma muaa wyaaaaaa wyogg yrroonn?,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
170,1,577,11,5,Strontium,Yrroonn ooma.,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
171,2,1834,1,4,Cerium,Ahuma huewaa ma gwyaaaag?,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
172,4,2406,8,2,Antimony,Nng ga ga ooma ruh!,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
173,2,2262,5,3,Cerium,Ahuma yrroonn ru!,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
174,8,1586,19,5,Iron,Ruh hnn-rowr ma nng wua kabukk muaa ahuma ur youw ooma?,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
175,10,1801,17,1,Iridium,Kabukk ru ur muaa roooarrgh ooma ooma hnn-rowr ur?,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
176,7,2481,19,4,Cesium,Kabukk yrroonn rarr ur wyogg ahuma ur ru mumwa ga ooma.,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
177,4,2629,1,1,Silver,Kabukk wua ru?,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
178,7,1675,2,4,Terbium,Wyogg ahuma roooarrgh ma ur ga youw roooarrgh huewaa!,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
179,1,493,18,3,Francium,Nng ahuma wua nng youw yrroonn ruh wyogg?,2021-04-02 15:41:33 UTC,2021-04-02 15:41:33 UTC
